District,Soil_Type,Crop_Type,Day_After_Sowing,Temperature(°C),Humidity(%),Rainfall(mm),Area_in_Acre,Water_Requirement(L/day)
Deoghar,Sandy Loam,Millet,38,36.4,82.6,14.1,4.26,9340.0
Bokaro,Red Sandy Soil,Groundnut,9,25.3,58.7,18.2,2.52,7625.0
Pakur,Clay Loam,Mustard,69,37.7,87.1,5.2,3.07,7823.0
Godda,Sandy Loam,Sorghum,5,27.5,80.3,23.4,4.27,8743.0
Simdega,Gravelly Soil,Sunflower,84,37.0,82.6,20.0,7.53,13252.0
Giridih,Laterite Soil,Barley,139,29.4,86.6,31.2,0.88,5298.0
Deoghar,Clay Loam,Rice,60,25.4,86.9,43.4,8.24,16005.0
Ranchi,Laterite Soil,Wheat,135,25.2,52.0,14.9,7.7,14062.0
Deoghar,Red Sandy Soil,Ragi,67,31.4,46.4,27.3,5.24,10842.0
Jamtara,Clay Loam,Barley,69,21.6,74.5,18.6,4.3,8553.0
Chatra,Sandy Loam,Sunflower,77,38.6,68.2,2.0,1.57,8244.0
Gumla,Alluvial Soil,Linseed,144,25.4,56.4,41.1,3.25,7176.0
Palamu,Clay Loam,Rice,118,26.7,74.2,31.7,1.54,10050.0
Khunti,Clay Loam,Linseed,12,24.7,43.1,0.1,8.28,13355.0
Lohardaga,Clay Loam,Linseed,27,20.1,42.4,12.5,5.34,9728.0
Deoghar,Clay Loam,Sunflower,85,33.9,57.7,15.4,2.84,9091.0
Deoghar,Sandy Loam,Sugarcane,108,31.8,49.7,40.6,0.67,12247.0
Dhanbad,Sandy Loam,Rice,55,36.2,75.9,38.0,5.48,14763.0
Dumka,Alluvial Soil,Sesame,52,20.8,87.4,19.8,7.64,11002.0
Ranchi,Sandy Loam,Maize,37,38.6,73.1,7.9,7.78,14489.0
Latehar,Sandy Loam,Ragi,113,26.6,72.7,19.3,2.54,7033.0
Bokaro,Red Sandy Soil,Ragi,120,38.3,40.3,40.5,9.95,16161.0
Pakur,Black Soil,Ragi,15,22.1,65.6,22.6,5.9,10090.0
Deoghar,Red Sandy Soil,Mustard,84,34.9,80.9,5.8,3.65,8297.0
Godda,Black Soil,Sugarcane,83,31.6,72.7,1.9,4.23,15871.0
Pakur,Laterite Soil,Linseed,65,27.2,51.4,16.7,1.68,6424.0
Dumka,Alluvial Soil,Ragi,3,21.6,82.4,7.4,5.19,9130.0
Jamtara,Black Soil,Linseed,105,32.1,88.2,37.3,7.66,11378.0
Koderma,Red Sandy Soil,Jowar,133,20.5,53.9,13.9,4.39,9045.0
Koderma,Alluvial Soil,Rice,137,30.0,50.4,43.9,8.74,18050.0
Godda,Alluvial Soil,Rice,129,32.1,56.9,30.9,5.03,14615.0
Bokaro,Clay Loam,Linseed,30,34.7,43.2,19.7,9.06,14740.0
Seraikela-Kharsawan,Gravelly Soil,Cotton,71,39.8,83.7,30.5,7.18,14739.0
Ranchi,Gravelly Soil,Sunflower,148,25.2,86.5,14.8,1.02,5549.0
Simdega,Gravelly Soil,Sorghum,93,26.4,71.7,7.1,1.14,6087.0
Jamtara,Alluvial Soil,Sesame,27,26.8,78.2,48.2,8.1,11770.0
Chatra,Clay Loam,Groundnut,63,34.6,73.4,28.2,3.89,9284.0
Chatra,Laterite Soil,Mustard,81,38.6,58.9,0.4,2.3,8085.0
Chatra,Laterite Soil,Sesame,31,39.5,71.6,15.5,8.72,14512.0
Dumka,Gravelly Soil,Maize,147,38.9,81.8,8.0,9.84,16316.0
Hazaribagh,Laterite Soil,Ragi,114,37.6,80.5,12.9,8.18,13667.0
Deoghar,Clay Loam,Barley,102,39.8,44.1,2.8,7.39,14691.0
Gumla,Gravelly Soil,Maize,93,27.5,63.1,12.3,0.51,6321.0
Dhanbad,Black Soil,Jowar,135,39.0,59.9,34.2,1.51,7429.0
Godda,Black Soil,Millet,71,35.2,77.6,41.0,6.87,11442.0
Deoghar,Clay Loam,Ragi,86,23.4,65.1,17.4,4.39,8829.0
Dhanbad,Laterite Soil,Millet,136,20.9,57.5,26.1,0.69,4733.0
Godda,Gravelly Soil,Maize,28,24.3,75.3,2.1,7.54,12869.0
Gumla,Black Soil,Jowar,82,35.6,63.7,4.5,4.48,10539.0
Simdega,Clay Loam,Barley,95,32.6,52.8,27.6,6.76,12584.0
Seraikela-Kharsawan,Sandy Loam,Sugarcane,17,24.5,84.5,42.0,4.95,14725.0
Dumka,Black Soil,Sunflower,139,34.8,45.7,4.4,0.75,7671.0
Deoghar,Sandy Loam,Groundnut,143,22.8,40.9,20.9,6.54,11875.0
Gumla,Clay Loam,Groundnut,95,36.4,47.2,48.5,7.99,13944.0
Jamtara,Clay Loam,Maize,121,35.9,48.2,36.9,1.98,8586.0
Jamtara,Red Sandy Soil,Sesame,6,39.5,66.9,9.9,8.97,15015.0
Koderma,Black Soil,Groundnut,12,23.0,71.2,14.3,2.22,6798.0
Gumla,Red Sandy Soil,Sesame,87,38.1,62.4,47.4,4.52,9810.0
Jamtara,Alluvial Soil,Ragi,103,26.8,50.2,11.0,5.51,10864.0
Jamtara,Black Soil,Maize,104,28.3,46.6,22.0,3.48,9672.0
Seraikela-Kharsawan,Gravelly Soil,Millet,35,29.4,64.6,17.8,5.25,10096.0
Chatra,Alluvial Soil,Rice,67,32.5,68.3,24.5,7.32,16731.0
Hazaribagh,Alluvial Soil,Sugarcane,106,39.9,55.2,11.8,7.29,20088.0
Palamu,Laterite Soil,Ragi,92,32.0,51.0,33.4,9.26,14662.0
Seraikela-Kharsawan,Sandy Loam,Groundnut,63,38.5,44.0,11.7,8.69,15686.0
Hazaribagh,Laterite Soil,Linseed,83,25.1,41.3,30.1,9.86,14429.0
Godda,Gravelly Soil,Wheat,82,28.0,45.3,17.9,6.16,12943.0
Koderma,Clay Loam,Millet,31,30.1,77.1,12.6,4.3,8945.0
Deoghar,Red Sandy Soil,Jowar,37,26.5,57.2,34.8,2.78,7518.0
Dumka,Gravelly Soil,Wheat,133,39.5,41.4,48.3,2.82,10262.0
Giridih,Clay Loam,Sorghum,115,34.5,65.4,43.5,1.93,7148.0
Godda,Gravelly Soil,Cotton,121,29.6,66.8,4.3,7.4,14970.0
Ranchi,Clay Loam,Groundnut,132,35.0,61.4,22.7,6.72,12624.0
Hazaribagh,Black Soil,Maize,118,29.3,45.5,34.7,3.28,9351.0
Ranchi,Red Sandy Soil,Sesame,38,20.3,77.7,28.1,8.98,12417.0
Khunti,Clay Loam,Linseed,110,30.9,74.5,36.3,5.75,9779.0
Hazaribagh,Alluvial Soil,Groundnut,147,32.5,59.7,48.8,1.16,6343.0
Seraikela-Kharsawan,Gravelly Soil,Barley,26,39.6,59.0,17.1,1.08,7628.0
Bokaro,Red Sandy Soil,Barley,127,20.8,47.8,38.5,1.86,6436.0
Pakur,Clay Loam,Mustard,52,30.2,77.7,4.7,2.51,6805.0
Seraikela-Kharsawan,Alluvial Soil,Ragi,118,22.0,70.0,43.5,8.93,12560.0
Jamtara,Alluvial Soil,Sugarcane,61,23.0,44.3,38.9,7.9,18793.0
Ranchi,Black Soil,Barley,145,32.2,58.9,26.0,2.42,8053.0
Ranchi,Sandy Loam,Sunflower,139,24.6,85.2,41.1,2.86,6842.0
Latehar,Alluvial Soil,Rice,111,35.0,62.6,33.3,6.55,16206.0
Bokaro,Laterite Soil,Maize,49,30.3,56.2,27.6,8.78,14772.0
Giridih,Red Sandy Soil,Ragi,107,24.4,72.2,47.3,3.51,7238.0
Godda,Red Sandy Soil,Groundnut,93,29.9,50.1,6.5,5.49,11547.0
Simdega,Red Sandy Soil,Ragi,124,20.0,66.2,49.6,8.96,12382.0
Lohardaga,Clay Loam,Sugarcane,61,37.3,73.5,7.7,7.82,19891.0
Simdega,Gravelly Soil,Sugarcane,140,20.3,82.7,24.0,8.97,18739.0
Hazaribagh,Clay Loam,Cotton,141,20.1,74.6,11.6,3.14,9380.0
Lohardaga,Laterite Soil,Sunflower,58,32.2,59.2,13.6,7.06,13132.0
Deoghar,Gravelly Soil,Sunflower,11,39.5,78.4,31.6,1.58,7446.0
Latehar,Black Soil,Sesame,139,37.1,84.9,1.7,6.35,11779.0
Ranchi,Alluvial Soil,Wheat,122,25.0,63.9,47.0,3.39,8733.0
Sahebganj,Clay Loam,Sesame,105,23.9,40.2,14.0,7.16,12364.0
Godda,Gravelly Soil,Mustard,36,32.5,84.0,13.6,1.85,6008.0
Khunti,Alluvial Soil,Groundnut,130,36.5,48.3,43.2,6.82,12857.0
Dhanbad,Gravelly Soil,Mustard,87,27.2,46.3,38.2,7.23,11497.0
Godda,Alluvial Soil,Ragi,61,28.6,55.4,33.6,8.64,13566.0
Giridih,Gravelly Soil,Sugarcane,78,22.3,59.0,7.3,7.03,18044.0
Sahebganj,Clay Loam,Sesame,49,23.1,80.0,38.5,5.47,8910.0
Koderma,Clay Loam,Barley,140,31.4,59.5,18.0,7.95,13645.0
Dumka,Laterite Soil,Millet,6,22.1,42.4,49.7,3.2,7344.0
Godda,Black Soil,Sorghum,44,24.0,71.8,33.6,6.94,11114.0
Dhanbad,Black Soil,Ragi,23,24.7,73.6,41.8,7.38,11206.0
Seraikela-Kharsawan,Sandy Loam,Mustard,115,28.9,80.7,36.7,4.23,7665.0
Dumka,Red Sandy Soil,Rice,98,20.9,59.9,29.7,9.9,18299.0
Dumka,Clay Loam,Millet,108,30.0,44.3,35.8,3.88,9035.0
Latehar,Clay Loam,Maize,96,38.6,67.7,29.9,1.3,7731.0
Pakur,Alluvial Soil,Sesame,26,20.5,46.0,2.6,3.38,8298.0
Gumla,Sandy Loam,Millet,135,32.6,40.9,17.3,1.44,7327.0
Dumka,Black Soil,Rice,33,36.7,78.9,15.8,3.72,13407.0
Dumka,Clay Loam,Ragi,82,26.2,60.2,35.7,1.71,6210.0
Khunti,Gravelly Soil,Sesame,148,22.6,66.3,28.8,4.68,8675.0
Ranchi,Black Soil,Wheat,95,20.9,73.1,30.5,7.89,12877.0
Dumka,Sandy Loam,Ragi,129,32.9,60.1,42.3,1.14,6181.0
Hazaribagh,Red Sandy Soil,Sunflower,7,31.0,42.6,26.3,5.85,12046.0
Sahebganj,Gravelly Soil,Sesame,124,24.6,52.6,10.9,0.92,5884.0
Koderma,Alluvial Soil,Groundnut,58,36.6,49.7,0.6,8.9,15757.0
Koderma,Laterite Soil,Linseed,86,34.7,88.9,8.0,9.25,13793.0
Seraikela-Kharsawan,Gravelly Soil,Mustard,34,25.5,77.0,1.5,5.18,9090.0
Chatra,Black Soil,Sesame,51,35.1,62.6,11.9,7.81,13504.0
Hazaribagh,Red Sandy Soil,Barley,120,24.9,43.2,31.7,6.13,11390.0
Latehar,Gravelly Soil,Wheat,138,33.5,45.8,7.6,3.74,11264.0
Sahebganj,Sandy Loam,Rice,111,22.4,80.6,4.1,2.83,11270.0
Ranchi,Sandy Loam,Wheat,106,33.8,87.3,48.5,7.71,13201.0
Chatra,Red Sandy Soil,Mustard,26,24.8,41.6,49.8,4.58,8516.0
Seraikela-Kharsawan,Black Soil,Wheat,32,31.4,85.5,31.9,9.24,14877.0
Khunti,Sandy Loam,Maize,124,23.4,59.0,5.4,9.77,15432.0
Bokaro,Gravelly Soil,Cotton,12,34.5,50.7,41.1,2.5,10307.0
Palamu,Laterite Soil,Mustard,87,21.2,45.1,27.0,5.83,9757.0
Simdega,Gravelly Soil,Ragi,78,23.3,78.6,9.1,5.6,9790.0
Bokaro,Laterite Soil,Sunflower,34,23.7,63.4,28.8,8.75,13542.0
Chatra,Sandy Loam,Sunflower,70,20.8,81.6,2.0,7.06,11552.0
Chatra,Gravelly Soil,Sorghum,8,34.9,51.3,48.6,6.27,11849.0
Jamtara,Sandy Loam,Sunflower,81,39.6,73.9,41.3,6.95,12767.0
Pakur,Black Soil,Groundnut,26,35.6,45.9,13.0,4.2,10823.0
Dumka,Laterite Soil,Ragi,57,37.2,44.5,20.9,9.62,15987.0
Godda,Black Soil,Millet,135,20.1,46.7,19.8,1.05,5463.0
Koderma,Sandy Loam,Mustard,26,22.4,80.4,43.1,0.78,3446.0
Chatra,Clay Loam,Rice,114,31.2,72.8,17.7,4.45,13732.0
Deoghar,Alluvial Soil,Sunflower,118,39.6,48.3,2.4,1.97,9333.0
Khunti,Gravelly Soil,Sunflower,116,33.2,59.2,10.7,5.68,11910.0
Lohardaga,Clay Loam,Wheat,47,27.5,78.2,10.8,0.59,6478.0
Gumla,Black Soil,Mustard,102,22.9,54.3,47.5,4.87,8281.0
Koderma,Sandy Loam,Linseed,124,23.1,86.1,46.2,3.3,6003.0
Lohardaga,Sandy Loam,Wheat,24,27.3,85.7,15.0,2.42,7979.0
Giridih,Alluvial Soil,Barley,30,34.3,67.6,0.1,4.72,10820.0
Lohardaga,Sandy Loam,Sesame,54,20.6,71.6,25.8,8.62,12316.0
Ranchi,Alluvial Soil,Jowar,67,37.0,72.7,39.9,6.73,11951.0
Khunti,Gravelly Soil,Ragi,32,38.8,52.9,13.4,2.02,8445.0
Giridih,Laterite Soil,Groundnut,8,37.8,58.3,22.0,5.24,11531.0
Koderma,Alluvial Soil,Sunflower,46,38.3,46.8,8.6,9.35,16504.0
Khunti,Alluvial Soil,Sugarcane,80,20.3,86.2,16.4,4.67,14486.0
Giridih,Clay Loam,Jowar,35,39.6,76.2,37.9,4.97,10386.0
Sahebganj,Sandy Loam,Mustard,89,27.3,42.3,21.4,9.44,14173.0
Palamu,Gravelly Soil,Sesame,79,37.4,67.5,22.4,1.79,7357.0
Ranchi,Laterite Soil,Rice,136,23.7,57.2,39.5,7.48,16044.0
Hazaribagh,Red Sandy Soil,Cotton,34,28.9,80.8,38.1,3.34,9744.0
Gumla,Black Soil,Groundnut,25,20.9,57.2,9.4,8.73,13616.0
Seraikela-Kharsawan,Alluvial Soil,Linseed,113,20.8,72.2,20.8,1.02,4418.0
Jamtara,Red Sandy Soil,Sesame,83,38.9,48.3,42.4,9.91,15803.0
Godda,Sandy Loam,Sugarcane,43,36.2,67.9,22.8,7.8,19627.0
Dumka,Black Soil,Barley,126,30.6,54.7,33.1,3.2,8657.0
Bokaro,Alluvial Soil,Sesame,13,30.5,48.2,15.3,7.73,13328.0
Giridih,Red Sandy Soil,Sunflower,125,35.0,71.0,3.0,9.27,15480.0
Bokaro,Clay Loam,Cotton,76,26.8,71.9,8.2,1.57,8629.0
Simdega,Red Sandy Soil,Millet,87,35.2,89.2,20.1,9.18,13822.0
Simdega,Black Soil,Wheat,104,29.7,73.5,17.7,3.92,10031.0
Jamtara,Clay Loam,Linseed,130,32.8,65.8,44.8,0.56,4870.0
Hazaribagh,Black Soil,Jowar,40,39.3,85.6,27.3,1.57,6886.0
Lohardaga,Laterite Soil,Cotton,23,29.4,81.4,31.4,8.91,15480.0
Ranchi,Sandy Loam,Wheat,69,28.4,67.4,34.4,9.84,15670.0
Khunti,Gravelly Soil,Sugarcane,34,38.1,65.6,26.6,9.01,21020.0
Chatra,Red Sandy Soil,Linseed,55,38.1,87.1,38.5,4.69,9017.0
Dhanbad,Alluvial Soil,Sesame,106,39.8,70.9,39.2,9.63,14999.0
Koderma,Black Soil,Barley,4,31.0,75.7,17.6,4.37,9547.0
Dumka,Black Soil,Sugarcane,70,26.9,44.3,4.2,1.58,13557.0
Ranchi,Sandy Loam,Barley,47,24.8,75.9,49.3,3.74,7657.0
Dumka,Red Sandy Soil,Barley,114,20.7,53.2,32.1,9.99,14522.0
Chatra,Alluvial Soil,Maize,117,34.5,45.8,35.4,6.45,13018.0
Gumla,Alluvial Soil,Sunflower,118,24.7,82.5,37.8,3.73,7869.0
Gumla,Black Soil,Sunflower,7,32.1,74.6,30.6,6.43,11690.0
Dhanbad,Gravelly Soil,Maize,113,38.3,60.4,23.5,4.58,11328.0
Giridih,Black Soil,Groundnut,98,39.0,61.6,49.2,0.97,6738.0
Chatra,Gravelly Soil,Maize,29,20.1,49.9,36.4,2.41,7395.0
Chatra,Black Soil,Maize,115,26.3,40.5,42.3,0.68,6449.0
Koderma,Black Soil,Sunflower,140,36.7,57.5,22.0,2.92,9325.0
Pakur,Alluvial Soil,Sorghum,145,30.7,47.4,45.2,7.53,12874.0
Chatra,Gravelly Soil,Wheat,37,36.2,61.1,36.6,2.34,9095.0
Deoghar,Alluvial Soil,Mustard,34,37.1,81.7,37.3,5.52,9733.0
Hazaribagh,Red Sandy Soil,Jowar,134,28.9,45.7,4.3,7.17,13103.0
Chatra,Black Soil,Jowar,96,27.2,44.6,30.9,5.71,10974.0
Sahebganj,Laterite Soil,Millet,73,29.1,85.1,16.8,0.65,4871.0
Ranchi,Gravelly Soil,Rice,122,33.1,77.3,33.5,3.95,12971.0
Khunti,Clay Loam,Barley,10,27.3,42.7,28.4,4.7,10281.0
Deoghar,Clay Loam,Sugarcane,29,35.5,44.0,5.6,3.76,16578.0
Giridih,Clay Loam,Sorghum,139,38.1,74.2,26.5,5.69,11344.0
Hazaribagh,Laterite Soil,Sunflower,92,25.6,58.5,22.6,5.37,10623.0
Chatra,Alluvial Soil,Wheat,56,39.3,76.2,38.8,2.28,8848.0
Latehar,Alluvial Soil,Barley,85,32.5,60.2,25.1,7.64,13282.0
Bokaro,Sandy Loam,Rice,95,37.6,88.4,24.1,2.03,11356.0
Bokaro,Clay Loam,Maize,58,22.1,74.7,36.0,4.86,9309.0
Gumla,Clay Loam,Millet,52,25.0,42.3,33.4,7.68,12443.0
Palamu,Alluvial Soil,Sesame,61,26.4,56.5,49.6,7.12,11373.0
Bokaro,Clay Loam,Maize,17,26.1,68.2,17.6,4.61,10022.0
Lohardaga,Alluvial Soil,Linseed,30,23.4,47.1,34.4,7.99,12129.0
Bokaro,Black Soil,Sesame,72,37.4,40.1,8.4,7.28,13949.0
Lohardaga,Black Soil,Barley,37,28.4,44.0,40.2,4.15,9566.0
Pakur,Alluvial Soil,Sunflower,133,39.3,66.2,39.3,9.01,15068.0
Lohardaga,Gravelly Soil,Millet,80,31.7,71.6,36.3,1.85,6346.0
Khunti,Alluvial Soil,Sorghum,129,22.8,44.6,6.0,3.91,9332.0
Palamu,Red Sandy Soil,Rice,137,30.9,73.3,49.4,7.13,15733.0
Deoghar,Red Sandy Soil,Sugarcane,71,39.9,70.9,47.1,8.79,20411.0
Dumka,Red Sandy Soil,Sugarcane,107,31.3,87.0,18.5,3.56,14410.0
Giridih,Red Sandy Soil,Groundnut,133,20.0,82.0,28.9,5.83,9492.0
Jamtara,Laterite Soil,Cotton,121,38.7,87.2,44.4,0.61,7676.0
Dumka,Sandy Loam,Linseed,75,24.7,88.3,24.7,4.02,7247.0
Dumka,Sandy Loam,Cotton,68,33.8,62.0,30.0,3.64,11260.0
Koderma,Alluvial Soil,Sugarcane,138,30.3,64.4,30.2,8.5,19694.0
Jamtara,Black Soil,Cotton,98,26.5,54.1,32.5,1.2,8277.0
Ranchi,Clay Loam,Sorghum,132,25.7,65.4,28.8,1.09,5722.0
Koderma,Red Sandy Soil,Jowar,52,38.6,47.5,20.3,4.71,11239.0
Ranchi,Sandy Loam,Mustard,74,38.2,73.6,27.0,4.37,9142.0
Gumla,Sandy Loam,Rice,18,30.3,41.2,43.6,2.03,11652.0
Bokaro,Red Sandy Soil,Ragi,76,25.2,51.8,43.2,3.0,7502.0
Seraikela-Kharsawan,Black Soil,Mustard,108,22.0,50.4,38.6,9.75,13366.0
Dumka,Laterite Soil,Sunflower,60,23.1,86.9,20.7,5.38,9569.0
Chatra,Laterite Soil,Cotton,37,30.4,47.2,39.3,1.33,8868.0
Hazaribagh,Sandy Loam,Maize,77,26.2,84.5,19.4,0.97,5867.0
Latehar,Laterite Soil,Groundnut,146,20.8,46.2,33.2,0.9,5630.0
Lohardaga,Gravelly Soil,Cotton,126,29.1,72.5,28.4,4.2,11067.0
Ranchi,Red Sandy Soil,Wheat,29,34.9,56.0,15.0,8.72,15930.0
Hazaribagh,Black Soil,Barley,108,37.8,55.8,22.6,8.41,14764.0
Koderma,Sandy Loam,Millet,30,31.7,89.9,41.5,3.99,7833.0
Dumka,Red Sandy Soil,Maize,119,34.5,51.3,45.6,7.86,14059.0
Seraikela-Kharsawan,Laterite Soil,Sunflower,102,27.3,50.1,10.3,7.65,13571.0
Ranchi,Red Sandy Soil,Barley,7,29.9,69.5,22.8,5.09,10239.0
Simdega,Laterite Soil,Jowar,74,34.6,77.0,21.7,4.34,9556.0
Ranchi,Black Soil,Sesame,37,34.6,89.1,24.5,2.22,6817.0
Giridih,Laterite Soil,Linseed,27,28.5,75.1,48.8,3.15,6671.0
Lohardaga,Red Sandy Soil,Groundnut,21,30.9,68.1,25.9,3.72,8949.0
Gumla,Black Soil,Wheat,43,38.5,60.5,41.5,8.22,15125.0
Sahebganj,Laterite Soil,Jowar,51,32.6,69.8,33.2,5.75,10752.0
Lohardaga,Gravelly Soil,Jowar,93,32.9,70.0,5.4,2.41,7992.0
Simdega,Alluvial Soil,Jowar,71,35.7,50.9,34.8,1.41,7257.0
Godda,Red Sandy Soil,Sugarcane,13,22.3,73.6,32.4,5.22,15294.0
Sahebganj,Alluvial Soil,Barley,109,30.5,50.2,37.9,6.83,12316.0
Sahebganj,Red Sandy Soil,Millet,114,39.2,64.5,3.7,8.28,14391.0
Hazaribagh,Laterite Soil,Mustard,125,27.2,53.0,12.1,8.07,12658.0
Simdega,Laterite Soil,Wheat,105,25.9,55.6,38.5,8.33,14182.0
Latehar,Black Soil,Mustard,141,32.0,70.7,18.5,4.75,9159.0
Godda,Sandy Loam,Wheat,37,24.4,43.2,45.5,8.72,14654.0
Dumka,Gravelly Soil,Rice,140,31.1,40.6,25.9,4.72,14794.0
Dhanbad,Sandy Loam,Sunflower,18,23.1,46.5,0.1,2.1,7913.0
Sahebganj,Alluvial Soil,Sugarcane,122,31.6,48.4,34.9,4.28,15990.0
Gumla,Laterite Soil,Wheat,85,32.0,49.9,25.7,3.73,10619.0
Chatra,Sandy Loam,Cotton,117,28.4,78.7,15.9,4.23,11091.0
Dumka,Laterite Soil,Ragi,118,27.7,62.3,1.0,6.76,12041.0
Palamu,Red Sandy Soil,Ragi,62,24.9,63.5,9.9,6.74,11527.0
Simdega,Sandy Loam,Ragi,24,26.6,72.2,8.1,2.64,7372.0
Jamtara,Alluvial Soil,Cotton,60,30.0,76.5,29.1,3.5,10323.0
Giridih,Black Soil,Rice,145,25.0,40.2,38.5,6.16,15384.0
Deoghar,Sandy Loam,Millet,106,35.7,82.8,11.7,1.3,6352.0
Sahebganj,Laterite Soil,Sorghum,60,34.2,89.4,34.9,7.04,11680.0
Godda,Clay Loam,Groundnut,9,25.4,46.1,45.0,2.2,7157.0
Seraikela-Kharsawan,Clay Loam,Sugarcane,143,21.9,72.6,31.1,8.58,18670.0
Lohardaga,Black Soil,Ragi,77,20.0,40.1,38.8,4.32,8741.0
Chatra,Black Soil,Sunflower,81,31.9,42.5,10.2,2.6,9211.0
Hazaribagh,Gravelly Soil,Jowar,126,24.2,54.3,3.7,6.84,12057.0
Giridih,Black Soil,Sesame,137,20.3,82.3,18.3,5.76,9255.0
Ranchi,Laterite Soil,Barley,56,27.2,72.6,35.5,2.13,6662.0
Bokaro,Red Sandy Soil,Maize,94,39.2,62.3,34.3,8.36,14925.0
Bokaro,Sandy Loam,Sugarcane,127,33.8,61.9,47.8,4.81,16077.0
Dhanbad,Black Soil,Sorghum,36,37.2,63.3,31.5,1.95,7741.0
Chatra,Clay Loam,Ragi,128,22.9,55.6,20.6,8.06,12670.0
Pakur,Red Sandy Soil,Sesame,20,21.5,83.9,39.9,1.77,4905.0
Dumka,Laterite Soil,Sesame,55,20.2,68.4,7.7,9.7,13814.0
Hazaribagh,Red Sandy Soil,Sesame,60,39.1,64.2,40.7,4.7,10170.0
Godda,Laterite Soil,Rice,129,26.0,63.3,18.3,7.42,16455.0
Dumka,Gravelly Soil,Cotton,45,29.2,86.8,7.7,4.79,11652.0
Deoghar,Sandy Loam,Sunflower,24,27.9,76.2,8.1,2.28,7522.0
Jamtara,Red Sandy Soil,Linseed,4,34.6,47.2,49.2,7.7,12660.0
Hazaribagh,Sandy Loam,Barley,91,26.2,61.8,31.2,3.25,8092.0
Hazaribagh,Red Sandy Soil,Ragi,107,30.7,54.4,8.7,6.98,12644.0
Dumka,Laterite Soil,Wheat,13,39.9,89.3,13.4,2.95,9693.0
Lohardaga,Laterite Soil,Millet,149,28.9,60.8,18.6,2.79,7684.0
Pakur,Red Sandy Soil,Millet,101,31.0,43.4,2.8,4.85,10792.0
Ranchi,Gravelly Soil,Groundnut,95,30.1,60.6,5.4,8.25,14034.0
Palamu,Laterite Soil,Groundnut,57,36.1,56.1,38.1,6.33,12195.0
Lohardaga,Alluvial Soil,Sugarcane,71,25.3,70.0,39.3,1.11,11454.0
Jamtara,Alluvial Soil,Ragi,100,23.4,51.3,49.4,7.47,11683.0
Simdega,Sandy Loam,Maize,107,35.1,41.8,3.4,6.01,13398.0
Gumla,Black Soil,Rice,90,28.3,44.8,44.5,6.42,15716.0
Pakur,Alluvial Soil,Barley,108,38.3,54.2,15.9,3.86,10446.0
Palamu,Alluvial Soil,Cotton,130,32.9,57.4,16.4,5.78,13720.0
Dumka,Gravelly Soil,Rice,43,31.3,81.7,6.4,4.03,13281.0
Latehar,Gravelly Soil,Sunflower,43,21.4,53.5,49.3,1.27,5719.0
Giridih,Black Soil,Rice,63,34.6,41.6,49.0,8.52,18452.0
Jamtara,Clay Loam,Linseed,73,33.7,79.0,43.2,6.94,10976.0
Khunti,Black Soil,Sunflower,117,32.8,83.4,4.5,6.87,12458.0
Gumla,Clay Loam,Mustard,48,25.4,64.6,42.1,2.34,5800.0
Deoghar,Gravelly Soil,Mustard,5,38.9,54.2,31.7,6.8,12130.0
Godda,Clay Loam,Wheat,76,26.4,78.6,6.4,2.7,8554.0
Godda,Gravelly Soil,Maize,35,23.0,40.4,13.1,7.03,13056.0
Seraikela-Kharsawan,Clay Loam,Wheat,93,39.7,86.2,34.5,3.67,10064.0
Seraikela-Kharsawan,Laterite Soil,Barley,144,34.9,83.3,40.2,2.0,6887.0
Jamtara,Gravelly Soil,Sesame,83,28.3,67.2,42.4,9.11,13376.0
Jamtara,Black Soil,Sesame,60,38.7,53.9,27.2,1.49,7499.0
Dumka,Sandy Loam,Cotton,107,21.8,41.6,26.7,7.74,14838.0
Hazaribagh,Sandy Loam,Cotton,117,21.8,90.0,34.2,1.47,6966.0
Chatra,Gravelly Soil,Linseed,51,33.6,78.1,38.9,7.0,11139.0
Latehar,Alluvial Soil,Rice,127,23.6,56.9,8.5,1.55,10733.0
Khunti,Sandy Loam,Sunflower,91,38.3,41.0,37.0,5.33,12090.0
Dumka,Black Soil,Groundnut,82,36.8,72.0,17.1,2.29,8168.0
Bokaro,Alluvial Soil,Sunflower,59,26.1,89.3,19.2,8.73,13177.0
Deoghar,Sandy Loam,Cotton,64,37.8,75.4,3.9,4.31,12450.0
Latehar,Red Sandy Soil,Groundnut,105,20.9,44.2,29.4,0.65,5526.0
Bokaro,Red Sandy Soil,Sesame,141,31.0,60.1,4.7,6.47,11973.0
Gumla,Gravelly Soil,Sorghum,70,38.7,45.5,45.7,4.73,10921.0
Lohardaga,Black Soil,Sesame,131,37.1,85.6,31.0,8.67,13492.0
Koderma,Black Soil,Groundnut,12,27.1,56.5,49.5,4.61,9335.0
Sahebganj,Sandy Loam,Sunflower,41,23.7,76.7,12.3,4.41,9133.0
Khunti,Laterite Soil,Ragi,105,24.2,44.2,34.0,4.81,9624.0
Khunti,Alluvial Soil,Barley,65,30.3,46.4,48.2,8.67,14044.0
Sahebganj,Sandy Loam,Maize,63,31.9,74.0,14.9,6.07,11942.0
Deoghar,Gravelly Soil,Rice,8,20.7,82.2,4.8,6.86,15068.0
Godda,Alluvial Soil,Sunflower,11,28.3,50.1,31.7,7.34,12933.0
